,Date,5,10,20,40,60,ticker
79,2015/5/5,24.68902954,31.43192706,31.48737638,28.22704585,28.04182445,510050.SH
80,2015/5/6,25.03737737,30.68968647,30.82617416,27.99664204,27.21823812,510050.SH
81,2015/5/7,24.34321599,24.71165207,30.78723352,27.82661121,26.96740373,510050.SH
82,2015/5/8,26.44852709,25.09371105,30.57125118,27.83751351,26.69937845,510050.SH
83,2015/5/11,32.01116875,27.06260156,30.39881865,27.29147347,26.71373135,510050.SH
84,2015/5/12,18.01709572,22.7660871,29.86322947,27.279589,26.51153194,510050.SH
85,2015/5/13,21.44327411,23.30133883,30.44684209,27.43292236,26.69117921,510050.SH
86,2015/5/14,18.98446902,23.2804587,30.47972526,27.44061662,26.63432058,510050.SH
87,2015/5/15,25.24664238,24.87326836,27.04100027,27.66267082,27.17721551,510050.SH
88,2015/5/18,18.86961819,25.04988376,27.15043454,28.12046472,27.61819735,510050.SH
89,2015/5/19,40.67683318,30.10749566,29.96216332,29.36201695,28.60609634,510050.SH
90,2015/5/20,39.62589863,30.05498958,29.58314322,29.22149768,28.6143379,510050.SH
91,2015/5/21,40.61256723,29.88749204,27.50478291,28.94196696,28.65757193,510050.SH
92,2015/5/22,37.95496102,33.10037488,29.64115581,29.32273999,28.790675,510050.SH
93,2015/5/25,25.85950444,35.36918687,31.32956067,29.99698749,28.7412744,510050.SH
94,2015/5/26,23.05226665,35.37192051,30.04681416,29.98520498,28.66728335,510050.SH
95,2015/5/27,28.29456606,34.79285151,30.15073735,29.35719348,28.83827741,510050.SH
96,2015/5/28,62.75979124,49.92824333,38.12157975,33.90779062,31.30447106,510050.SH
97,2015/5/29,56.20093447,48.48659002,38.09079181,33.77278238,31.33638752,510050.SH
98,2015/6/1,61.06381181,50.56614595,41.1832013,35.12383418,32.0876706,510050.SH
99,2015/6/2,60.87208858,47.37453348,38.8945308,35.05623555,32.08341146,510050.SH
100,2015/6/3,60.77897056,47.60965656,38.92676814,34.70917006,31.9058856,510050.SH
101,2015/6/4,32.11530383,48.2381098,39.12969773,34.76004694,31.78037116,510050.SH
102,2015/6/5,31.33828791,46.16768072,39.16890494,34.68091954,31.811248,510050.SH
103,2015/6/8,37.37312181,50.65848886,42.56517006,36.54291163,32.8104961,510050.SH
104,2015/6/9,44.27611529,51.94809161,43.42329052,36.79969031,33.20633543,510050.SH
105,2015/6/10,45.90552684,52.06158185,43.30819079,36.99676652,33.2066529,510050.SH
106,2015/6/11,45.03781508,37.61506526,43.37191134,37.05703255,33.23103108,510050.SH
107,2015/6/12,44.89619233,37.1571943,42.30478021,35.50934958,32.91186516,510050.SH
108,2015/6/15,20.33195934,36.02241952,43.18116601,36.21979143,33.52475751,510050.SH
109,2015/6/16,20.77475733,37.58675041,41.95405105,36.01724793,33.76646845,510050.SH
110,2015/6/17,25.91242511,37.86730159,42.02788119,35.95176779,33.68710413,510050.SH
111,2015/6/18,34.90502712,41.10885541,44.65967018,36.62084057,34.79447782,510050.SH
112,2015/6/19,39.12681951,47.89694924,47.20795515,39.12700316,36.72659549,510050.SH
113,2015/6/23,59.40495044,41.92429539,47.5204756,40.15362177,37.25933602,510050.SH
114,2015/6/24,62.44015008,44.04321015,47.8801118,39.72542109,37.34091956,510050.SH
115,2015/6/25,62.34816046,45.49281843,48.91764042,40.47694967,37.44848613,510050.SH
116,2015/6/26,77.66606029,57.22144916,52.18610312,45.25904643,41.16433286,510050.SH
117,2015/6/29,72.49669335,55.9800705,52.18629932,45.27430214,41.05628776,510050.SH
118,2015/6/30,89.67335104,71.94407764,56.31912956,48.9016602,43.46939009,510050.SH
119,2015/7/1,89.93827432,73.65346639,57.79999691,49.27543677,44.35211943,510050.SH
120,2015/7/2,89.17944312,72.54199493,57.86237514,49.38468441,44.16405007,510050.SH
121,2015/7/3,72.63559371,72.26640025,57.75519803,50.18239202,44.66394907,510050.SH
122,2015/7/6,87.60505153,77.92222747,63.26391755,52.78222409,46.48731185,510050.SH
123,2015/7/7,69.94427268,75.90065319,60.00248651,52.7700634,46.43408672,510050.SH
124,2015/7/8,80.32424259,80.90609474,63.48270073,55.26668662,48.30016791,510050.SH
125,2015/7/9,97.07430663,90.27233746,69.91061329,58.25245535,50.49932039,510050.SH
126,2015/7/10,88.44593394,80.8428627,71.99023908,59.2039949,51.18066945,510050.SH
127,2015/7/13,84.56123618,81.19947141,71.94317956,59.07027057,50.42388557,510050.SH
128,2015/7/14,89.30910558,75.65039433,72.2142003,59.51417481,50.80991372,510050.SH
129,2015/7/15,68.07468173,72.18834923,72.03500153,58.54787815,50.57222477,510050.SH
130,2015/7/16,43.64585009,71.62291956,71.8235419,58.54378926,50.48610379,510050.SH
131,2015/7/17,33.50198373,68.16400426,71.30126051,58.77558273,50.27164659,510050.SH
132,2015/7/20,32.91551735,61.71475844,68.58508061,58.18878888,50.2735391,510050.SH
133,2015/7/21,20.17706201,61.07443248,67.20859947,57.4662285,50.22701591,510050.SH
134,2015/7/22,21.70682552,48.63202826,66.92714911,57.43749576,49.90730414,510050.SH
135,2015/7/23,26.2008594,34.53783422,66.62346022,57.76813508,50.12451877,510050.SH
136,2015/7/24,23.47450594,27.38449027,59.76566883,55.74425858,50.22234042,510050.SH
137,2015/7/27,69.92111154,53.12110494,68.95357912,60.43890217,53.73228262,510050.SH
138,2015/7/28,69.79627795,51.84092819,63.40806504,59.20180149,53.70512065,510050.SH
139,2015/7/29,75.96146558,54.05428997,62.49111703,59.52125007,53.50456831,510050.SH
140,2015/7/30,68.91583486,54.68033382,62.84496919,59.73409977,53.70545532,510050.SH
141,2015/7/31,70.65648063,51.76927747,61.41072133,59.32285542,53.67503304,510050.SH
142,2015/8/3,26.6850755,52.68067382,56.78920077,59.40468704,53.69639618,510050.SH
143,2015/8/4,32.08205713,55.67559597,57.23275725,58.05144182,53.83123727,510050.SH
144,2015/8/5,32.30829179,55.93798478,52.34482475,58.05188368,53.8942406,510050.SH
145,2015/8/6,26.38510672,53.42335477,44.92457623,58.03907578,53.85590355,510050.SH
146,2015/8/7,27.67681218,54.78901356,42.25373526,58.26979888,53.96796714,510050.SH
147,2015/8/10,40.14719802,33.70119698,45.85401293,59.59062082,54.67783982,510050.SH
148,2015/8/11,40.15099572,34.26598449,44.43203585,59.28623403,54.57567309,510050.SH
149,2015/8/12,37.14740134,33.71157539,44.49699789,59.15749039,53.88706565,510050.SH
150,2015/8/13,35.20852096,30.11616529,44.5911861,59.10764819,53.90658761,510050.SH
151,2015/8/14,35.33494774,29.97961887,43.55896666,58.31927732,53.81617747,510050.SH
152,2015/8/17,11.1091043,30.8674126,43.58000704,56.75590017,53.38639644,510050.SH
153,2015/8/18,38.0462254,39.9296985,47.23298064,57.39781181,53.89753081,510050.SH
154,2015/8/19,41.08919126,39.50039219,47.45593378,57.27278218,53.91453099,510050.SH
155,2015/8/20,39.70357633,41.42259265,46.95021266,57.10888917,54.09870941,510050.SH
156,2015/8/21,38.39701762,43.12051409,47.98762787,54.15970569,53.10377858,510050.SH
157,2015/8/24,65.4184709,54.7310796,50.26274323,59.79741463,56.92823105,510050.SH
158,2015/8/25,70.84973456,60.93976682,56.30190343,59.44449998,58.04505185,510050.SH
159,2015/8/26,83.86145089,68.1710572,57.34156708,59.68959812,58.57496795,510050.SH
160,2015/8/27,123.4253116,86.53921729,66.07080824,63.71481821,61.3644314,510050.SH
161,2015/8/28,126.939667,89.33685,67.21821909,63.63204606,61.49419858,510050.SH
162,2015/8/31,94.46362276,91.13889873,67.66796701,61.66226411,61.70817121,510050.SH
163,2015/9/1,44.42767995,88.63848816,66.94284286,61.49188403,60.59083985,510050.SH
164,2015/9/2,49.31286476,88.49329603,66.85269602,59.31901838,60.57546648,510050.SH
165,2015/9/7,43.89494982,89.86151835,68.23674203,57.03003172,61.04220438,510050.SH
166,2015/9/8,40.88493084,89.33037379,68.40450059,56.12056275,61.24749163,510050.SH
167,2015/9/9,39.83415466,69.5241029,66.28497718,56.34713463,61.36711068,510050.SH
168,2015/9/10,39.10634088,49.29396257,66.3292665,55.85800571,61.18885924,510050.SH
169,2015/9/11,38.83450031,49.52753963,66.32859367,55.85756409,61.10800671,510050.SH
170,2015/9/14,16.62244765,31.54651485,66.62608651,56.06384823,61.1681098,510050.SH
171,2015/9/15,26.09706162,32.3690803,66.87341006,55.81642526,60.8250263,510050.SH
172,2015/9/16,35.37245367,35.60164096,68.55402342,56.72448905,60.40919267,510050.SH
173,2015/9/17,39.03312724,36.85035036,66.2786628,56.83720485,59.93856784,510050.SH
174,2015/9/18,38.76321135,36.75963161,66.16189088,56.83710682,59.81686461,510050.SH
175,2015/9/21,37.53973342,28.30069738,65.71819338,56.52588259,59.57401992,510050.SH
176,2015/9/22,30.89414952,27.64022291,64.61477893,56.60026238,57.35695641,510050.SH
177,2015/9/23,25.94377955,30.11152517,52.65044749,51.87356394,57.53139205,510050.SH
178,2015/9/24,22.97776436,30.19700765,42.00354591,51.89936229,55.52536155,510050.SH
179,2015/9/25,23.3638266,30.27248716,41.32042512,51.5649472,54.91094671,510050.SH
180,2015/9/28,22.42961427,29.22674369,30.21242298,51.26299528,54.85904582,510050.SH
181,2015/9/29,21.02243752,28.45838089,29.70054863,51.47657962,54.47092917,510050.SH
182,2015/9/30,19.19528087,21.62143431,29.05563206,51.51829459,52.8605189,510050.SH
183,2015/10/8,26.64556485,23.50610556,30.10028711,51.44488593,52.96146743,510050.SH
184,2015/10/9,26.33529221,24.19516653,30.37114836,51.41289331,51.28219778,510050.SH
185,2015/10/12,31.3851085,28.15185708,27.47359374,52.03710337,49.49587105,510050.SH
186,2015/10/13,20.55937895,27.99598599,27.08573603,51.89157408,48.67806802,510050.SH
187,2015/10/14,26.48851318,24.41965306,26.97172298,50.53601918,48.63792068,510050.SH
188,2015/10/15,25.82263418,25.8045842,27.78193387,50.85854661,48.43129097,510050.SH
189,2015/10/16,25.79646549,24.84329485,27.67847422,50.8936892,48.48031978,510050.SH
190,2015/10/19,18.28453141,25.00333865,27.40949445,50.86242089,48.48185934,510050.SH
191,2015/10/20,17.58466725,19.36789944,25.46075931,50.94368044,48.25455922,510050.SH
192,2015/10/21,17.45601784,21.50571363,23.17925883,50.92929419,48.25287795,510050.SH
193,2015/10/22,11.86965581,19.85611855,21.76025736,49.07100401,48.28488006,510050.SH
194,2015/10/23,11.72834897,19.6581191,21.78097114,49.07342488,48.29625004,510050.SH
195,2015/10/26,11.59266977,14.43425477,21.78135888,48.58732417,48.05835663,510050.SH
196,2015/10/27,10.16700757,14.11762631,21.59876042,47.62426512,47.96054017,510050.SH
197,2015/10/28,15.36063804,16.41518885,20.27979398,39.38164401,43.96773924,510050.SH
198,2015/10/29,14.471315,13.00858412,20.28668598,32.7715821,43.96716139,510050.SH
199,2015/10/30,12.2679509,12.32170464,19.97629247,32.09098725,43.74663268,510050.SH
200,2015/11/2,13.01176709,13.55860661,20.65919805,25.55793168,43.50357326,510050.SH
201,2015/11/3,12.35120387,12.23957295,18.80342437,24.77268179,43.50848366,510050.SH
202,2015/11/4,38.3900788,28.30590859,24.7955021,27.19981698,44.68941031,510050.SH
203,2015/11/5,39.84378669,30.3318008,24.97572611,27.73604137,44.68253291,510050.SH
204,2015/11/6,38.84695227,31.53771353,25.58041328,28.16508645,44.74071342,510050.SH
205,2015/11/9,30.97516411,31.50927572,24.16959313,25.57803171,44.78717097,510050.SH
206,2015/11/10,30.72882298,31.81550419,24.19041973,25.44422409,44.71659393,510050.SH
207,2015/11/11,23.06884734,29.96449375,24.01055624,25.41642448,43.79976616,510050.SH
208,2015/11/12,23.54938294,31.80861208,24.21094878,25.74283396,43.83950337,510050.SH
209,2015/11/13,16.58627352,32.83326525,24.65154683,25.87165983,43.84408372,510050.SH
210,2015/11/16,9.578320048,31.48928932,24.61960605,25.7198388,43.83339812,510050.SH
211,2015/11/17,10.81881916,31.0440502,24.51654769,24.70353583,43.83405471,510050.SH
212,2015/11/18,10.78523862,21.11032631,24.30848078,23.45229179,43.79594456,510050.SH
213,2015/11/19,14.22441514,18.41398989,24.59993601,22.92403044,42.35941119,510050.SH
214,2015/11/20,11.91720079,14.41977102,24.6896266,22.99664228,42.35025641,510050.SH
215,2015/11/23,12.35131043,11.85109251,24.7684618,23.03428679,41.96187387,510050.SH
216,2015/11/24,12.47000521,11.84183842,24.8001133,22.95697664,41.20828637,510050.SH
217,2015/11/25,12.09063054,12.15029264,23.74441793,21.79592763,34.73823213,510050.SH
218,2015/11/26,5.552531017,10.32094091,23.83111449,21.84456843,29.92686376,510050.SH
219,2015/11/27,37.89989163,28.64324808,31.28134994,26.01295756,31.709492,510050.SH
220,2015/11/30,39.47367202,28.867182,30.99358027,26.02443102,27.23355706,510050.SH
221,2015/12/1,40.57353176,29.13576024,30.93509909,25.31146743,26.71857066,510050.SH
222,2015/12/2,59.43155015,40.43635891,31.40913501,28.08979884,28.40441832,510050.SH
223,2015/12/3,59.37324108,39.83465009,30.22840107,27.67007814,28.37413199,510050.SH
224,2015/12/4,44.11704492,41.7791653,30.42767557,28.4741468,28.91151277,510050.SH
225,2015/12/7,44.72206993,41.77696829,29.89472138,27.58346983,27.36595123,510050.SH
226,2015/12/8,46.04669013,41.9512694,30.00131207,27.69894385,27.28463515,510050.SH
227,2015/12/9,17.21380283,41.83721807,30.00920915,27.5743558,27.14550137,510050.SH
228,2015/12/10,16.28210663,41.85187228,29.76100595,27.18971429,27.17976907,510050.SH
229,2015/12/11,6.542035639,31.21037127,29.61878942,27.15537481,27.16741813,510050.SH
230,2015/12/14,25.46500007,34.40649173,31.70329133,28.15040195,27.68550883,510050.SH
231,2015/12/15,26.67351741,35.48513437,32.03476971,28.31157457,27.29989845,510050.SH
232,2015/12/16,26.96547304,22.3418311,32.02554559,28.23358747,26.47078658,510050.SH
233,2015/12/17,27.40593032,23.72024868,31.94939675,28.35700665,26.20948032,510050.SH
234,2015/12/18,26.40426503,20.37553905,32.11901596,28.38091092,26.24931797,510050.SH
235,2015/12/21,27.22140949,25.1671165,34.03945851,29.39614495,26.93048888,510050.SH
236,2015/12/22,23.01083547,24.31326996,34.05743044,29.41874937,26.88557562,510050.SH
237,2015/12/23,20.77325258,24.2380052,34.05201483,29.02730665,26.26464828,510050.SH
238,2015/12/24,24.50669069,24.59515294,34.19124846,29.14490174,26.35530434,510050.SH
239,2015/12/25,24.47833356,24.0292684,27.3858079,29.14170162,26.28277387,510050.SH
240,2015/12/28,22.0205489,26.08803506,29.8740769,30.05230157,27.11255473,510050.SH
241,2015/12/29,24.65515654,25.19193098,29.95195876,30.05725842,26.69269951,510050.SH
242,2015/12/30,23.65403546,25.13231309,23.63608264,27.50170325,26.6743864,510050.SH
243,2015/12/31,23.61417436,24.60543911,23.65313231,26.8080057,26.34830174,510050.SH
244,2016/1/4,43.00384239,38.06139659,30.27437498,29.96221828,29.02658962,510050.SH
245,2016/1/5,43.37107722,32.57036903,30.34861019,29.73857833,28.38655647,510050.SH
246,2016/1/6,44.93817188,34.4240793,30.68898258,30.00422855,28.50768831,510050.SH
247,2016/1/7,57.4470311,43.37535853,37.58103058,33.58807302,31.21194175,510050.SH
248,2016/1/8,63.77355565,46.42494407,38.47094158,33.95232994,31.18258983,510050.SH
249,2016/1/11,58.05675081,48.2585278,41.05196241,35.40532717,32.32958025,510050.SH
250,2016/1/12,57.92901708,48.3234336,39.09247555,35.41370611,32.34137616,510050.SH
251,2016/1/13,53.21509211,47.01937581,39.00728969,35.42531587,32.30354318,510050.SH
252,2016/1/14,38.19688291,48.19569675,39.36640375,35.56568294,32.34007071,510050.SH
253,2016/1/15,34.77164507,48.49451064,39.65107352,35.865707,32.79527088,510050.SH
254,2016/1/18,23.46957777,42.37158959,39.30030196,35.88264684,32.74147949,510050.SH
255,2016/1/19,33.86421789,46.23126541,38.95078786,36.81994034,33.33850462,510050.SH
256,2016/1/20,36.03942227,45.02338972,39.08644391,37.00976486,33.51600557,510050.SH
257,2016/1/21,37.1021351,35.67051402,39.12328094,37.26294226,33.65597283,510050.SH
258,2016/1/22,33.98425754,34.35632713,39.87919685,37.48439236,33.76690612,510050.SH
259,2016/1/25,33.98600105,27.82141067,39.73536066,35.21432,33.76611823,510050.SH
260,2016/1/26,39.13652003,37.23867447,42.10916025,37.34253839,35.31745251,510050.SH
261,2016/1/27,40.70955928,37.44833759,41.70623442,37.29035441,35.31668517,510050.SH
262,2016/1/28,40.4874758,36.80448044,41.77463587,34.65033001,33.85898035,510050.SH
263,2016/1/29,49.18537232,40.53278545,44.37281935,35.86342168,34.11128035,510050.SH
264,2016/2/1,48.8208772,40.86716051,40.59923484,35.6154714,33.80083318,510050.SH
265,2016/2/2,35.27935209,38.40921245,41.36892318,36.04423084,33.89103132,510050.SH
266,2016/2/3,36.50217898,38.00122065,40.64577374,36.05589089,33.92191378,510050.SH
267,2016/2/4,31.72260112,37.94256292,35.93182874,36.294125,34.09491363,510050.SH
268,2016/2/5,23.5226981,37.01975789,34.80599317,36.29259761,34.03546371,510050.SH
269,2016/2/15,20.82537755,37.01909745,31.95986678,36.31619014,34.02843094,510050.SH
270,2016/2/16,25.91686281,29.19326371,33.69905352,36.11113942,34.565499,510050.SH
271,2016/2/17,22.83279067,29.20802921,33.77452546,36.13107866,34.61031401,510050.SH
272,2016/2/18,22.38098068,26.01712536,33.51445991,36.14008245,34.61171407,510050.SH
273,2016/2/19,21.84117755,21.73320622,32.06095904,35.89997815,34.43785354,510050.SH
274,2016/2/22,21.6603255,21.63696498,33.28976008,36.44656934,34.88152637,510050.SH
275,2016/2/23,20.98231458,22.23160344,31.67506461,35.32805809,34.92747267,510050.SH
276,2016/2/24,20.86621262,20.82590708,31.17275667,35.40881715,34.96161606,510050.SH
277,2016/2/25,44.3425897,34.34899517,35.23628066,37.22634233,36.32789279,510050.SH
278,2016/2/26,46.15899171,34.84374737,35.16392415,37.45522625,36.44433593,510050.SH
279,2016/2/29,38.53946535,34.84812874,35.2429349,37.39229537,34.92469899,510050.SH
280,2016/3/1,43.7355808,33.16210384,30.55508768,37.32921668,35.1402001,510050.SH
281,2016/3/2,54.36935251,38.84669605,33.46123597,38.79196343,36.13504064,510050.SH
282,2016/3/3,28.8936952,38.81608882,32.24310005,38.82293335,34.3903254,510050.SH
283,2016/3/4,32.47339102,41.64614272,32.49997976,39.93122141,35.17504571,510050.SH
284,2016/3/7,30.25231031,40.65599566,31.78330016,37.2902107,34.85097583,510050.SH
285,2016/3/8,32.13362922,39.86353878,31.43351606,37.2772903,34.85967802,510050.SH
286,2016/3/9,24.91955386,40.05772622,31.08425955,37.06729679,34.82138073,510050.SH
287,2016/3/10,32.40763292,30.41182148,32.2913,34.15944444,35.08145913,510050.SH
288,2016/3/11,16.73384703,30.34708868,32.18492142,33.77557461,35.09272817,510050.SH
289,2016/3/14,18.23728581,29.1570482,31.87025882,32.0717915,35.11790957,510050.SH
290,2016/3/15,20.6727382,28.66655915,30.82311626,32.18310333,34.58872501,510050.SH
291,2016/3/16,24.4357353,23.39729113,31.26913668,32.41174781,34.74064148,510050.SH
292,2016/3/17,11.52391037,23.54430545,31.2763582,32.33659738,34.73717941,510050.SH
293,2016/3/18,11.45776404,17.03558734,31.21153233,31.46861508,34.63577054,510050.SH
294,2016/3/21,16.22608507,20.15798643,31.24319288,32.00012396,34.97652449,510050.SH
295,2016/3/22,22.2776586,21.41012785,31.16926843,31.3561549,34.33776625,510050.SH
296,2016/3/23,20.21441596,21.15034277,31.17748264,30.97502583,34.34328466,510050.SH
297,2016/3/24,23.89875799,18.43745975,24.54864908,30.60671381,34.40927359,510050.SH
298,2016/3/25,23.80810198,18.45261576,24.48439413,30.4888317,34.40181665,510050.SH
299,2016/3/28,12.14617524,19.89903125,24.60587381,30.63900723,34.42855715,510050.SH
300,2016/3/29,11.75563213,19.89064442,24.49927124,27.43742043,33.96690602,510050.SH
301,2016/3/30,25.58008169,22.06560422,22.27266187,28.0571651,34.371248,510050.SH
302,2016/3/31,22.85004768,22.05185218,22.30704329,27.37865056,34.37084025,510050.SH
303,2016/4/1,22.92955077,22.06687336,19.18838407,26.42502491,34.39237798,510050.SH
304,2016/4/5,19.76346026,18.26412204,19.08353895,25.96529773,32.29602316,510050.SH
305,2016/4/6,18.43626065,17.60603717,19.20463114,25.77469103,32.29293823,510050.SH
306,2016/4/7,10.97000734,18.56147561,19.70754846,25.80540384,32.23160222,510050.SH
307,2016/4/8,11.51863043,17.46642628,17.87795687,25.76511377,29.65122009,510050.SH
308,2016/4/11,13.90279052,18.15809327,18.08430687,25.77202895,29.44386535,510050.SH
309,2016/4/12,12.76622026,17.08212799,18.07421435,25.60511184,28.06689868,510050.SH
310,2016/4/13,16.44733197,17.08806473,18.18234306,24.9850501,28.16847432,510050.SH
311,2016/4/14,12.26432985,11.74474154,17.20597259,24.96502133,28.10655222,510050.SH
312,2016/4/15,8.666908462,11.71692233,17.18670053,24.95375262,28.05269753,510050.SH
313,2016/4/18,13.18398333,12.99862393,17.67897243,25.14592508,27.48424298,510050.SH
314,2016/4/19,13.14543113,12.86562885,15.37623814,24.51300591,27.48894306,510050.SH
315,2016/4/20,10.15067002,13.00768963,15.07375797,24.35821781,26.89967792,510050.SH
316,2016/4/21,9.403192456,11.40226555,15.06514849,24.35252784,26.61981285,510050.SH
317,2016/4/22,10.39683067,10.7812113,14.24475197,20.15783646,26.17096172,510050.SH
318,2016/4/25,7.616198824,10.25773371,14.35370236,20.15374653,26.10167385,510050.SH
319,2016/4/26,7.620792577,10.36089396,13.75676864,19.91354431,26.10507914,510050.SH
320,2016/4/27,6.75537904,8.222593093,13.47380009,19.60469495,23.59029806,510050.SH
321,2016/4/28,6.755469754,7.939076217,9.923117304,17.1849544,23.59200433,510050.SH
322,2016/4/29,5.209354272,7.752843891,9.975332691,17.21842758,23.11549748,510050.SH
323,2016/5/3,9.803917902,8.467617319,10.69408524,15.36016181,22.40048923,510050.SH
324,2016/5/4,9.980677036,8.407552055,10.58015528,15.3148745,22.09210125,510050.SH
